commit_hash,author,date,message,file_name,lines_added,lines_deleted,nloc,is_bug_fix
9711fd402010b2e14a98879f0457174c3ca15a24,Jeffrey Finkelstein,2012-03-08 16:41:39-05:00,"on json requests, the json response should have content-type: application/json and the body of the response should be a json object.",helpers.py,12,0,296.0,0
9711fd402010b2e14a98879f0457174c3ca15a24,Jeffrey Finkelstein,2012-03-08 16:41:39-05:00,"on json requests, the json response should have content-type: application/json and the body of the response should be a json object.",wrappers.py,52,4,64.0,0
075b6b11c8b1690d946b8839e6dc4eb8a8cb7e3c,James Saryerwinnie,2012-03-11 20:45:58-07:00,"fix issue 140

this allows for a view function to return something like:

    jsonify(error=""error msg""), 400",app.py,15,1,557.0,1
075b6b11c8b1690d946b8839e6dc4eb8a8cb7e3c,James Saryerwinnie,2012-03-11 20:45:58-07:00,"fix issue 140

this allows for a view function to return something like:

    jsonify(error=""error msg""), 400",basic.py,29,0,964.0,1
06b224676d2f6c38fbf1f486f636e81a85016d45,Dave Shawley,2012-03-12 11:19:17-04:00,"added _packageboundobject.get_static_file_options.

this method receives the name of a static file that is going to be served
up and generates a dict of options to use when serving the file.  the
default set is empty so code will fall back to the existing behavior if
the method is not overridden.

i needed this method to adjust the cache control headers for .js files that
one of my applications was statically serving.  the default expiration is
buried in an argument to send_file and is set to 12 hours.  there was no
good way to adjust this value previously.",helpers.py,9,2,282.0,0
06b224676d2f6c38fbf1f486f636e81a85016d45,Dave Shawley,2012-03-12 11:19:17-04:00,"added _packageboundobject.get_static_file_options.

this method receives the name of a static file that is going to be served
up and generates a dict of options to use when serving the file.  the
default set is empty so code will fall back to the existing behavior if
the method is not overridden.

i needed this method to adjust the cache control headers for .js files that
one of my applications was statically serving.  the default expiration is
buried in an argument to send_file and is set to 12 hours.  there was no
good way to adjust this value previously.",helpers.py,25,1,304.0,0
8216e036e96594a4932d1f6a3569fcf39fe3c2bd,Thibaud Morel,2012-03-12 11:16:03-07:00,specifying supported python versions in setup.py metadata,setup.py,3,0,60.0,0
cb24646948a8c00c5b39f0d76bf75e153ac502b1,Christoph Heer,2012-01-17 21:09:59+01:00,add jsonp support inside of jsonify,helpers.py,21,0,288.0,0
cb24646948a8c00c5b39f0d76bf75e153ac502b1,Christoph Heer,2012-01-17 21:09:59+01:00,add jsonp support inside of jsonify,helpers.py,14,0,299.0,0
09370c3f1c808e9251292bc228b6bef4b1223e93,Ned Jackson Lovely,2012-03-12 15:26:05-04:00,"clean up docs and review pull request #384

spelunking through the issues at the pycon sprints.",helpers.py,10,9,288.0,1
68f93634de2e25afda209b710002e4c9159fd38e,Ned Jackson Lovely,2012-03-12 17:18:27-04:00,"second thoughts on mime type

after further review, changing the mime type on jsonp
responses from text/javascript to application/javascript,
with a hat-tip to
http://stackoverflow.com/questions/111302/best-content-type-to-serve-jsonp",helpers.py,2,2,288.0,0
71b351173b1440d6ca2dc36284d080fda2a22006,Anton I. Sipos,2012-03-12 14:53:24-07:00,move jsonhttpexception and jsonbadrequest to new module flask.exceptions.,exceptions.py,49,0,12.0,0
71b351173b1440d6ca2dc36284d080fda2a22006,Anton I. Sipos,2012-03-12 14:53:24-07:00,move jsonhttpexception and jsonbadrequest to new module flask.exceptions.,wrappers.py,1,38,54.0,0
146088d58066f16ef4bc8172f8120402517c34d3,Ron DuPlain,2012-03-13 14:37:48-07:00,"expand docs on send_file option hook, #433.",helpers.py,16,2,282.0,0
146088d58066f16ef4bc8172f8120402517c34d3,Ron DuPlain,2012-03-13 14:37:48-07:00,"expand docs on send_file option hook, #433.",helpers.py,1,3,302.0,0
d94efc6db63516b7f72e58c34ae33700f3d9c4fb,Ron DuPlain,2012-03-13 16:34:16-07:00,"expose send_file max-age as config value, #433.

need to add the same hook in a blueprint, but this is the first such
case where we need app.config in the blueprint.",app.py,7,0,562.0,0
d94efc6db63516b7f72e58c34ae33700f3d9c4fb,Ron DuPlain,2012-03-13 16:34:16-07:00,"expose send_file max-age as config value, #433.

need to add the same hook in a blueprint, but this is the first such
case where we need app.config in the blueprint.",helpers.py,9,5,282.0,0
d94efc6db63516b7f72e58c34ae33700f3d9c4fb,Ron DuPlain,2012-03-13 16:34:16-07:00,"expose send_file max-age as config value, #433.

need to add the same hook in a blueprint, but this is the first such
case where we need app.config in the blueprint.",blueprints.py,14,0,520.0,0
d94efc6db63516b7f72e58c34ae33700f3d9c4fb,Ron DuPlain,2012-03-13 16:34:16-07:00,"expose send_file max-age as config value, #433.

need to add the same hook in a blueprint, but this is the first such
case where we need app.config in the blueprint.",helpers.py,9,4,307.0,0
bb99158c870a2d761f1349af02ef1decf0d10c7b,Jon Parise,2012-03-19 22:33:43-07:00,"remove an unused iteration variable.

we can just iterate over the namespace dictionary's keys here.  we
don't need its values.",views.py,1,1,43.0,0
b29834dac37a13f82019aa1c7e9d06622cf5790e,Kamil Kisiel,2012-03-24 14:09:43-07:00,fixed weird string quoting in setup.py,setup.py,1,1,60.0,1
35383ee83c568ce642ffef6733d8b91ebd206185,Pascal Hartig,2012-03-28 10:33:27+03:00,removed triple-quotes from print statement in setup.py,setup.py,1,1,60.0,0
0eb75b317bd62ece31875158fb31262ce7d05e69,Ron DuPlain,2012-04-01 11:33:42-04:00,"add notes on mutable values & sessions.

using notes in 8445f0d939dc3c4a2e722dc6dd4938d02bc2e094",helpers.py,7,0,294.0,0
91efb90fb3d580bad438c353bdfe4d604051a3a4,jfinkels,2012-04-01 13:03:22-03:00,removed extra blank line to fix rest formatted documentation string in wrappers.py. should have gone with pull request #439.,wrappers.py,0,1,54.0,1
f46f7155b27a741081fc13fa7fb1db53e54f5683,Kenneth Reitz,2012-04-01 20:57:50-04:00,2012,conf.py,1,1,71.0,0
a1305973bfef18a341224ad4f748c35d77a64cdb,Armin Ronacher,2012-04-09 14:19:13+01:00,fixed a typo in a comment,ctx.py,1,1,60.0,1
47288231fe8f9c6b2c413d50160c32c3884d5785,Armin Ronacher,2012-04-09 14:34:12+01:00,implemented a separate application context.,app.py,16,1,551.0,0
47288231fe8f9c6b2c413d50160c32c3884d5785,Armin Ronacher,2012-04-09 14:34:12+01:00,implemented a separate application context.,ctx.py,53,1,85.0,0
47288231fe8f9c6b2c413d50160c32c3884d5785,Armin Ronacher,2012-04-09 14:34:12+01:00,implemented a separate application context.,globals.py,9,1,18.0,0
307d1bc4e51fc35282f2d504b9df3359604b8f8a,Armin Ronacher,2012-04-09 15:04:35+01:00,added support for basic url generation without request contexts.,app.py,16,3,558.0,0
307d1bc4e51fc35282f2d504b9df3359604b8f8a,Armin Ronacher,2012-04-09 15:04:35+01:00,added support for basic url generation without request contexts.,ctx.py,1,0,86.0,0
307d1bc4e51fc35282f2d504b9df3359604b8f8a,Armin Ronacher,2012-04-09 15:04:35+01:00,added support for basic url generation without request contexts.,helpers.py,32,18,285.0,0
307d1bc4e51fc35282f2d504b9df3359604b8f8a,Armin Ronacher,2012-04-09 15:04:35+01:00,added support for basic url generation without request contexts.,appctx.py,38,0,19.0,0
f8f2e2dff481e55fa9ae7cc3f70f36d61bcf56d7,Armin Ronacher,2012-04-09 15:16:09+01:00,added more tests for the new stack behavior.,__init__.py,2,1,20.0,0
f8f2e2dff481e55fa9ae7cc3f70f36d61bcf56d7,Armin Ronacher,2012-04-09 15:16:09+01:00,added more tests for the new stack behavior.,helpers.py,8,0,293.0,0
f8f2e2dff481e55fa9ae7cc3f70f36d61bcf56d7,Armin Ronacher,2012-04-09 15:16:09+01:00,added more tests for the new stack behavior.,appctx.py,23,1,37.0,0
0207e90155abe937568727e4e9eca949b8247cd5,Armin Ronacher,2012-04-09 15:22:36+01:00,updated docs for the app context.,ctx.py,10,0,88.0,0
cf1641e5beec1ec11f418fa6e775fc44b9410180,Armin Ronacher,2012-04-09 15:56:33+01:00,changed the implementation of returning tuples from functions,app.py,33,22,573.0,0
cf1641e5beec1ec11f418fa6e775fc44b9410180,Armin Ronacher,2012-04-09 15:56:33+01:00,changed the implementation of returning tuples from functions,basic.py,6,9,963.0,0
34bbd3100bbfb9a406a417a9fe4e8944aa87c629,Armin Ronacher,2012-04-09 16:11:35+01:00,fixed a failing testcase,helpers.py,3,1,311.0,1
9bed20c07c40a163077b936f740a4e96a6213688,Armin Ronacher,2012-04-09 17:29:00+01:00,added documentation for appcontext and teardown handlers,app.py,62,6,583.0,0
9bed20c07c40a163077b936f740a4e96a6213688,Armin Ronacher,2012-04-09 17:29:00+01:00,added documentation for appcontext and teardown handlers,ctx.py,14,4,94.0,0
9bed20c07c40a163077b936f740a4e96a6213688,Armin Ronacher,2012-04-09 17:29:00+01:00,added documentation for appcontext and teardown handlers,signals.py,1,0,27.0,0
9bed20c07c40a163077b936f740a4e96a6213688,Armin Ronacher,2012-04-09 17:29:00+01:00,added documentation for appcontext and teardown handlers,appctx.py,12,0,46.0,0
cb54c462b809e36d12af571fa36affb4af3f7e96,Armin Ronacher,2012-04-09 17:32:37+01:00,pass exc explicitly to the inner context.,ctx.py,1,1,94.0,0
d26af4fd6dd71793cf6373c1c18c82349494e0aa,Armin Ronacher,2012-04-09 17:38:08+01:00,fixed some smaller things in the docs,__init__.py,1,1,20.0,1
bcd00e5070caf6f5ff7639d3758f5595bc5507a1,Armin Ronacher,2012-04-09 17:56:37+01:00,fixed a typo,ctx.py,1,1,94.0,1
9d09632dbfc0c08ab1a5290fbf282aad7d13e2f8,Sean Vieira,2012-04-09 17:17:52-03:00,fix spelling.,blueprints.py,1,1,158.0,1
a2eb5efcd8be834ca7e30e6392fa3a2067ad3a55,Florent Xicluna,2012-04-12 19:14:52+03:00,few typos,flaskext_compat.py,3,3,64.0,0
a3cb2a33829ee517530d30cd920e5d652b358086,Ron DuPlain,2012-04-19 11:51:38-04:00,"use american english for ""behavior"" in docs.

prompted by plaes on #pocoo, mitsuhiko confirmed to use american english.",app.py,1,1,583.0,0
a3cb2a33829ee517530d30cd920e5d652b358086,Ron DuPlain,2012-04-19 11:51:38-04:00,"use american english for ""behavior"" in docs.

prompted by plaes on #pocoo, mitsuhiko confirmed to use american english.",helpers.py,5,5,311.0,0
d90f0afe39724040d0be92df054e2b1438886134,Ron DuPlain,2012-04-21 18:40:02-04:00,"add test for jsonify padded=false, #495.",helpers.py,5,2,335.0,0
36194697ae8371f42d3041c1f89b6f2e77c34826,ekoka,2012-04-21 23:36:08-03:00,update flask/app.py,app.py,1,1,583.0,0
bb31188ec3882e9a6c6035b7a65ca257d424e31a,Ron DuPlain,2012-04-22 12:30:15-04:00,"add a builderror hook to url_for, #456.",app.py,20,0,588.0,1
bb31188ec3882e9a6c6035b7a65ca257d424e31a,Ron DuPlain,2012-04-22 12:30:15-04:00,"add a builderror hook to url_for, #456.",helpers.py,14,0,320.0,1
bb31188ec3882e9a6c6035b7a65ca257d424e31a,Ron DuPlain,2012-04-22 12:30:15-04:00,"add a builderror hook to url_for, #456.",basic.py,12,0,973.0,1
8c8c524ddb791c2f7eed47b6d2e4317faf06a659,Ron DuPlain,2012-04-22 12:51:31-04:00,re-raise builderror with traceback.,app.py,5,1,592.0,1
8c8c524ddb791c2f7eed47b6d2e4317faf06a659,Ron DuPlain,2012-04-22 12:51:31-04:00,re-raise builderror with traceback.,basic.py,15,0,982.0,1
148c50abf983eb8bbd8ecb565c9f98912048af46,Ron DuPlain,2012-04-23 21:20:47-04:00,document url_for builderror hook.,app.py,1,0,592.0,1
148c50abf983eb8bbd8ecb565c9f98912048af46,Ron DuPlain,2012-04-23 21:20:47-04:00,document url_for builderror hook.,helpers.py,34,0,320.0,1
2262ce4915aec0dfffa8e71244ebe10f72d11111,Ron DuPlain,2012-04-23 21:36:28-04:00,"skip template leak test when not cpython2.7, #452.",regression.py,6,3,50.0,0
b31f2d9a640c154e41de6d9631e95cf105e96e1f,Ron DuPlain,2012-04-23 21:46:53-04:00,"require werkzeug>=0.7, #449.",setup.py,1,1,60.0,0
26da6a5365e1fd229932f167a299128f30fae154,Ron DuPlain,2012-04-24 01:48:05-04:00,"use default send_file max-age consistently.

prior to this commit, the send_file max-age hook and config were only
used for the static file handler. now they are used when calling
helpers.send_file directly.",app.py,0,6,588.0,0
26da6a5365e1fd229932f167a299128f30fae154,Ron DuPlain,2012-04-24 01:48:05-04:00,"use default send_file max-age consistently.

prior to this commit, the send_file max-age hook and config were only
used for the static file handler. now they are used when calling
helpers.send_file directly.",helpers.py,32,19,321.0,0
26da6a5365e1fd229932f167a299128f30fae154,Ron DuPlain,2012-04-24 01:48:05-04:00,"use default send_file max-age consistently.

prior to this commit, the send_file max-age hook and config were only
used for the static file handler. now they are used when calling
helpers.send_file directly.",blueprints.py,23,0,539.0,0
26da6a5365e1fd229932f167a299128f30fae154,Ron DuPlain,2012-04-24 01:48:05-04:00,"use default send_file max-age consistently.

prior to this commit, the send_file max-age hook and config were only
used for the static file handler. now they are used when calling
helpers.send_file directly.",helpers.py,17,8,341.0,0
33bae1a8dcadbf56fb19ad814fa516b6468bb2cb,Ron DuPlain,2012-04-18 20:46:07-04:00,"add flask.request_globals_class to customize g.

requested by toothr on #pocoo.",app.py,6,1,589.0,0
33bae1a8dcadbf56fb19ad814fa516b6468bb2cb,Ron DuPlain,2012-04-18 20:46:07-04:00,"add flask.request_globals_class to customize g.

requested by toothr on #pocoo.",ctx.py,2,1,94.0,0
33bae1a8dcadbf56fb19ad814fa516b6468bb2cb,Ron DuPlain,2012-04-18 20:46:07-04:00,"add flask.request_globals_class to customize g.

requested by toothr on #pocoo.",appctx.py,10,0,55.0,0
e78e2a1641e5b7ad538d93154ee59445f4d4eaf7,Ron DuPlain,2012-04-24 02:10:16-04:00,document example request_globals_class use cases.,app.py,7,0,589.0,0
12dcba8849d153c7e13e99b6bcf57922e1a97240,ekoka,2012-04-24 05:32:52-03:00,update flask/testsuite/basic.py,basic.py,23,0,981.0,0
2053d04db0f303430f5f6c5bc6e97b8bec46c399,Armin Ronacher,2012-05-08 11:56:11+01:00,improved interface for the url build error handler,app.py,23,20,593.0,1
2053d04db0f303430f5f6c5bc6e97b8bec46c399,Armin Ronacher,2012-05-08 11:56:11+01:00,improved interface for the url build error handler,helpers.py,3,2,320.0,1
2053d04db0f303430f5f6c5bc6e97b8bec46c399,Armin Ronacher,2012-05-08 11:56:11+01:00,improved interface for the url build error handler,basic.py,3,3,982.0,1
dbfd406a21191c26c2987ffd11f7c49b8733cd82,Armin Ronacher,2012-05-08 12:51:26+01:00,added required_methods,app.py,8,1,596.0,0
086348e2f2874fb701048d5e1390cfe674de1f70,Armin Ronacher,2012-05-08 13:14:32+01:00,added after_this_request decorator.,__init__.py,2,1,21.0,0
086348e2f2874fb701048d5e1390cfe674de1f70,Armin Ronacher,2012-05-08 13:14:32+01:00,added after_this_request decorator.,app.py,1,1,596.0,0
086348e2f2874fb701048d5e1390cfe674de1f70,Armin Ronacher,2012-05-08 13:14:32+01:00,added after_this_request decorator.,ctx.py,30,0,99.0,0
086348e2f2874fb701048d5e1390cfe674de1f70,Armin Ronacher,2012-05-08 13:14:32+01:00,added after_this_request decorator.,basic.py,15,0,996.0,0
444698d42b6cd2bb356d3ac6a7fa9f2be7e0df55,Alex Vykalyuk,2012-05-14 23:39:27+03:00,changed docstring according to docs.,flaskext_compat.py,1,0,64.0,0
447afc3525b009ed369943e13437d98e07898bdc,Marc Abramowitz,2012-05-27 18:02:54-07:00,"fix failing test: ""assertionerror: 'application/javascript' != 'application/json'"" in flask/testsuite/helpers.py"", line 88",helpers.py,7,3,322.0,1
4b21e2d38ccf66f236c5f1c8a10bd9d7904f2599,Massimo Santini,2012-06-13 16:43:34+03:00,i think it should check that cache_timeout is not none to allow for a (i hope legale) value of 0 for such parameter.,helpers.py,1,1,322.0,0
b04827283ea36cc456367f1ac4e0700b90b71283,Armin Ronacher,2012-06-17 14:17:22+01:00,"removed padded json (jsonp) again.

the implementation was not clean and generally the needs for padded json
are disappearing now that all browsers support cross site communication
with the regular xmlhttprequest.",helpers.py,0,26,310.0,0
b04827283ea36cc456367f1ac4e0700b90b71283,Armin Ronacher,2012-06-17 14:17:22+01:00,"removed padded json (jsonp) again.

the implementation was not clean and generally the needs for padded json
are disappearing now that all browsers support cross site communication
with the regular xmlhttprequest.",helpers.py,1,18,324.0,0
1f3e667b5d9ffb60c218c250df27144793a5acdb,Matt Wright,2012-06-18 18:33:17-03:00,fix documention for `after_this_request`,ctx.py,1,1,99.0,1
8071f11328ab2b767608c5c63d0bad72d9408120,Armin Ronacher,2012-06-26 17:18:59+02:00,fixed an issue with the new path finding logic,helpers.py,13,1,323.0,1
558750494f6f99b1272218c35d86e6452484e77c,Armin Ronacher,2012-06-27 12:08:01+01:00,removed unnecessary import,ctx.py,0,1,98.0,0
43c6a1ede87da5c20d8b5c7db995cf2d22eb40b2,Armin Ronacher,2012-06-27 12:22:39+01:00,fixed a comment,ctx.py,2,1,98.0,1
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,2012-06-27 15:06:39+01:00,added flask.stream_with_context,__init__.py,2,1,22.0,0
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,2012-06-27 15:06:39+01:00,added flask.stream_with_context,ctx.py,38,26,106.0,0
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,2012-06-27 15:06:39+01:00,added flask.stream_with_context,helpers.py,73,0,338.0,0
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,2012-06-27 15:06:39+01:00,added flask.stream_with_context,appctx.py,20,0,74.0,0
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,2012-06-27 15:06:39+01:00,added flask.stream_with_context,helpers.py,59,0,378.0,0
19def9606ac50bd308ea283e283cbcf62498d6c7,Armin Ronacher,2012-07-01 12:08:38+01:00,this is 0.8.1,__init__.py,1,1,19.0,0
19def9606ac50bd308ea283e283cbcf62498d6c7,Armin Ronacher,2012-07-01 12:08:38+01:00,this is 0.8.1,setup.py,1,1,57.0,0
d4415dd6653adb25b89b6276dd140141266ba46b,Armin Ronacher,2012-07-01 12:26:45+01:00,fixed an rst syntax error,helpers.py,1,1,338.0,1
1beb0f2e7f8c60df41cd7b198c1ed1748a0fea3d,Armin Ronacher,2012-07-02 09:11:24+01:00,fixed a syntax error,helpers.py,1,1,338.0,1
20a542fc8ac6dadbcbac92e84fb554e00ccc897a,Paul McMillan,2012-07-26 09:56:01-07:00,docstring typo,app.py,1,1,583.0,0
ed1619adadc56641b8ab1ba2c03d45023960aaf2,Priit Laes,2012-08-01 11:27:28+03:00,docs: mention server_name in the url_for() docstring,helpers.py,3,1,338.0,0
e3b3e05052ea36456cb557b8799b7b0ed00865bd,Priit Laes,2012-08-01 11:29:40+03:00,docs: fix docstring formatting,helpers.py,1,1,338.0,1
4df3bf2058954624f9376fd16774a769299dc40a,Armin Ronacher,2012-08-11 02:36:14+01:00,implemented experimental json based sessions,sessions.py,79,1,116.0,0
4df3bf2058954624f9376fd16774a769299dc40a,Armin Ronacher,2012-08-11 02:36:14+01:00,implemented experimental json based sessions,basic.py,26,0,1036.0,0
b87919348104774e9c959fc00976966e38161129,Armin Ronacher,2012-08-11 02:37:03+01:00,set current dev version number to 0.10,__init__.py,1,1,22.0,0
b87919348104774e9c959fc00976966e38161129,Armin Ronacher,2012-08-11 02:37:03+01:00,set current dev version number to 0.10,setup.py,1,1,60.0,0
3f82d1b68ea6f5bf2970c2df8ff5cf991439a9bf,Armin Ronacher,2012-08-11 03:09:14+01:00,switch to itsdangerous,sessions.py,42,58,121.0,0
3f82d1b68ea6f5bf2970c2df8ff5cf991439a9bf,Armin Ronacher,2012-08-11 03:09:14+01:00,switch to itsdangerous,setup.py,2,1,61.0,0
c3d38a21c664440fb8284aaaf8fbcce4a1c0849f,Armin Ronacher,2012-08-11 03:11:40+01:00,removed json_available hack,__init__.py,3,3,22.0,0
c3d38a21c664440fb8284aaaf8fbcce4a1c0849f,Armin Ronacher,2012-08-11 03:11:40+01:00,removed json_available hack,helpers.py,4,27,320.0,0
c3d38a21c664440fb8284aaaf8fbcce4a1c0849f,Armin Ronacher,2012-08-11 03:11:40+01:00,removed json_available hack,wrappers.py,1,3,52.0,0
fe85970665ea3a38f9c6a8ef4756ff3a913850b6,Armin Ronacher,2012-08-11 03:38:46+01:00,"various improvements in regards to the itsdangerous usage, bumped to 0.17",sessions.py,40,15,129.0,0
fe85970665ea3a38f9c6a8ef4756ff3a913850b6,Armin Ronacher,2012-08-11 03:38:46+01:00,"various improvements in regards to the itsdangerous usage, bumped to 0.17",setup.py,1,1,61.0,0
8d330a368a7f0aa6ba8508cb2b4b64f6415a0c7b,d1ffuz0r,2012-08-29 22:26:39+04:00,fixed issue #524,flaskext_compat.py,1,1,64.0,1
48f7cdd01699fdc4048b18d827fccfbf9f266c9f,Finbarr O'Callaghan,2012-09-06 18:04:51+01:00,various typo fixes,app.py,9,9,596.0,1
48f7cdd01699fdc4048b18d827fccfbf9f266c9f,Finbarr O'Callaghan,2012-09-06 18:04:51+01:00,various typo fixes,exthook.py,1,1,56.0,1
48f7cdd01699fdc4048b18d827fccfbf9f266c9f,Finbarr O'Callaghan,2012-09-06 18:04:51+01:00,various typo fixes,subclassing.py,4,4,26.0,1
48f7cdd01699fdc4048b18d827fccfbf9f266c9f,Finbarr O'Callaghan,2012-09-06 18:04:51+01:00,various typo fixes,wrappers.py,1,1,54.0,1
e93447f25e5f0cf0c10c32daa10b02e23ba2bc1a,Finbarr O'Callaghan,2012-09-06 18:30:41+01:00,"actually to actual, again, fixed spelling, not grammar",app.py,1,1,596.0,1
9ecbd20286aebcd2040cf7463d5288726787c1f3,Ralph Bean,2012-09-13 15:16:38-03:00,"update flask/templating.py

fixed a typo in the docstring.",templating.py,2,2,77.0,1
7233a3e0a223e8d426ff937f5c03d88636b0ade4,Ryan Macy,2012-10-01 14:45:02-05:00,"fixed typo occours to occurs

fixed a typo in the docstring of handle_exception. was occours, now occurs.",app.py,1,1,596.0,1
261c4a6aee88361e0de5d86061d873bbad2cb3a9,Armin Ronacher,2012-10-07 12:40:59+02:00,updated documentation for the new sessions,sessions.py,2,3,129.0,0
4f1cb4212376acbbe7ab14fb8caa8a5025b4659e,Armin Ronacher,2012-10-07 12:48:19+02:00,"make_test_environ_builder when used with subdomains was not working correctly, now it uses urlparse module for detecting full url and changing path and base_url correctly",testing.py,5,1,63.0,0
4f1cb4212376acbbe7ab14fb8caa8a5025b4659e,Armin Ronacher,2012-10-07 12:48:19+02:00,"make_test_environ_builder when used with subdomains was not working correctly, now it uses urlparse module for detecting full url and changing path and base_url correctly",testing.py,39,0,184.0,0
f034d8d3451f590fca1badeac5da0230bed9b148,Armin Ronacher,2012-10-07 12:51:46+02:00,"add @template_test() decorator for creating custom jinja2 tests, like existing @template_filter() for filters.  fixes #332",app.py,38,0,605.0,1
f034d8d3451f590fca1badeac5da0230bed9b148,Armin Ronacher,2012-10-07 12:51:46+02:00,"add @template_test() decorator for creating custom jinja2 tests, like existing @template_filter() for filters.  fixes #332",blueprints.py,28,0,167.0,1
f034d8d3451f590fca1badeac5da0230bed9b148,Armin Ronacher,2012-10-07 12:51:46+02:00,"add @template_test() decorator for creating custom jinja2 tests, like existing @template_filter() for filters.  fixes #332",blueprints.py,112,4,639.0,1
f034d8d3451f590fca1badeac5da0230bed9b148,Armin Ronacher,2012-10-07 12:51:46+02:00,"add @template_test() decorator for creating custom jinja2 tests, like existing @template_filter() for filters.  fixes #332",templating.py,84,7,239.0,1
7f8709147435bea69fa15ae0de9a2326ab5dfc41,Armin Ronacher,2012-10-07 14:51:26+02:00,added a missing exposed import.  this fixes #575,__init__.py,2,1,23.0,1
de5038f2fb25189e6d2ba8bc479d3d940a8ea43b,Armin Ronacher,2012-10-07 14:56:02+02:00,added total_seconds() helper for pythons before 2.7,sessions.py,5,1,131.0,0
3bec75d230507335eaf9066605d3893e185b9e11,Armin Ronacher,2012-10-07 15:24:03+02:00,set the content-length header for sendfile.  fixes #447,helpers.py,1,0,321.0,1
c4f2075f4c4c27856fe0af77250fb75c61c0d86b,Armin Ronacher,2012-10-07 15:33:25+02:00,tojson no longer escapes script blocks in html5 parsers.  fixed #605,helpers.py,7,5,322.0,1
c4f2075f4c4c27856fe0af77250fb75c61c0d86b,Armin Ronacher,2012-10-07 15:33:25+02:00,tojson no longer escapes script blocks in html5 parsers.  fixed #605,helpers.py,2,0,380.0,1
f8b6033a3b86691470a36db57eba17d996c7d5e8,Armin Ronacher,2012-10-07 16:04:31+02:00,added a workaround for samefile.  this fixes #600,__init__.py,4,1,141.0,1
661ee54bc2bc1ea0763ac9c226f8e14bb0beb5b1,Armin Ronacher,2012-10-07 17:12:16+02:00,raise exceptions if a function is overridden by a new endpoint.  this fixes #570,app.py,5,0,609.0,1
661ee54bc2bc1ea0763ac9c226f8e14bb0beb5b1,Armin Ronacher,2012-10-07 17:12:16+02:00,raise exceptions if a function is overridden by a new endpoint.  this fixes #570,basic.py,1,1,1036.0,1
661ee54bc2bc1ea0763ac9c226f8e14bb0beb5b1,Armin Ronacher,2012-10-07 17:12:16+02:00,raise exceptions if a function is overridden by a new endpoint.  this fixes #570,views.py,17,0,121.0,1
3afcbf160eff2a5ab6ac35a82e0719f972df8972,Armin Ronacher,2012-10-07 22:58:41+02:00,extra safety for safe_join.  does not look exploitable but better safe than sorry.  fixes #501,helpers.py,3,1,324.0,1
3afcbf160eff2a5ab6ac35a82e0719f972df8972,Armin Ronacher,2012-10-07 22:58:41+02:00,extra safety for safe_join.  does not look exploitable but better safe than sorry.  fixes #501,regression.py,6,0,55.0,1
301e244df3dc747a73e2564a046976af5d0164eb,Armin Ronacher,2012-10-07 22:59:52+02:00,consistent use of encoding naming,helpers.py,1,1,324.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,__init__.py,9,5,23.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,app.py,13,3,611.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,exceptions.py,1,2,12.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,helpers.py,0,46,314.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,json.py,146,0,39.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,sessions.py,1,2,130.0,0
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,2012-10-07 23:31:48+02:00,added wrapper module around simplejson/json for much simplified customization.,wrappers.py,1,1,52.0,0
05c6502cbde016f0475233faa0c6364634cccac9,Armin Ronacher,2012-10-07 23:41:41+02:00,let json.* work even without app on the stack and added tests,json.py,12,6,43.0,0
05c6502cbde016f0475233faa0c6364634cccac9,Armin Ronacher,2012-10-07 23:41:41+02:00,let json.* work even without app on the stack and added tests,helpers.py,30,0,409.0,0
f34c0281252bf1838e2ec24fe8b064b232a098ef,Armin Ronacher,2012-10-08 07:01:49+02:00,added template tests and made config a true global,app.py,7,4,614.0,0
f34c0281252bf1838e2ec24fe8b064b232a098ef,Armin Ronacher,2012-10-08 07:01:49+02:00,added template tests and made config a true global,templating.py,5,4,78.0,0
f34c0281252bf1838e2ec24fe8b064b232a098ef,Armin Ronacher,2012-10-08 07:01:49+02:00,added template tests and made config a true global,templating.py,12,0,249.0,0
